 r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st
 0,0,0,1389752,45264,950800,0,0,0,0,762,305,6,10,84,0,0

 0,0,0,1389752,45272,950792,0,0,0,12,741,298,8,8,83,0,0

 0,0,0,1389752,45272,950800,0,0,0,0,770,321,10,9,81,0,0

 1,0,0,1389752,45272,950800,0,0,0,0,708,296,8,8,84,0,0

 2,0,0,1389624,45272,950804,0,0,0,0,730,279,8,7,84,0,0

 4,0,0,1389624,45272,950804,0,0,0,0,751,389,11,15,74,0,0

 0,0,0,1389752,45280,950796,0,0,0,12,816,328,6,13,81,0,0

 0,0,0,1389752,45280,950808,0,0,0,12,800,333,6,11,83,0,0

 0,0,0,1389752,45280,950808,0,0,0,0,834,330,8,12,79,0,0

 0,0,0,1389500,45280,950808,0,0,0,0,797,322,8,12,80,0,0

 2,0,0,1389180,45280,950812,0,0,0,0,769,338,10,9,80,0,0

 0,0,0,1389500,45280,950812,0,0,0,0,791,332,6,11,83,0,0

 0,0,0,1389500,45288,950812,0,0,0,52,778,336,7,10,83,0,0

 0,0,0,1389500,45288,950816,0,0,0,0,819,334,9,9,81,0,0

 0,0,0,1389500,45288,950816,0,0,0,0,787,304,6,11,83,0,0

 0,0,0,1389500,45288,950816,0,0,0,0,779,347,7,9,84,0,0

 0,0,0,1389500,45288,950820,0,0,0,0,854,335,9,12,79,0,0

 0,0,0,1389500,45296,950820,0,0,0,24,936,342,6,15,78,1,0

 1,0,0,1389372,45296,950824,0,0,0,0,879,320,6,11,82,0,0

 0,0,0,1389500,45296,950824,0,0,0,0,819,332,7,11,81,0,0

 0,0,0,1389468,45296,950824,0,0,0,0,887,342,6,13,81,0,0

 2,0,0,1389372,45296,950828,0,0,0,0,748,332,9,10,81,0,0

 0,0,0,1389500,45304,950828,0,0,0,12,832,322,6,8,85,0,0

 0,0,0,1389500,45304,950828,0,0,0,0,833,343,8,11,80,0,0

 0,0,0,1389500,45304,950832,0,0,0,0,820,318,8,13,79,0,0

 0,0,0,1389500,45304,950832,0,0,0,0,827,342,7,10,82,0,0

 1,0,0,1389500,45304,950832,0,0,0,0,827,319,7,14,79,0,0

 0,0,0,1389500,45312,950836,0,0,0,12,838,352,9,11,81,0,0

 0,0,0,1389500,45312,950836,0,0,0,0,784,313,7,10,83,0,0

 0,0,0,1389500,45312,950840,0,0,0,0,907,357,9,14,77,0,0

 0,0,0,1389500,45312,950840,0,0,0,0,832,533,8,13,78,0,0

 0,0,0,1389500,45312,950840,0,0,0,0,795,322,6,9,85,0,0

 1,0,0,1389500,45320,950844,0,0,0,12,841,352,8,10,81,0,0

 0,0,0,1389500,45320,950844,0,0,0,0,727,318,6,7,87,0,0

 0,0,0,1389500,45320,950844,0,0,0,0,894,329,8,14,78,0,0

 0,0,0,1389500,45320,950848,0,0,0,0,686,337,11,8,81,0,0

 0,0,0,1389500,45320,950848,0,0,0,0,826,333,6,12,82,0,0

 1,0,0,1389500,45328,950848,0,0,0,12,727,326,8,8,84,0,0

 0,0,0,1389500,45328,950852,0,0,0,0,877,341,8,14,78,0,0

 0,0,0,1389500,45328,950852,0,0,0,0,958,324,7,12,81,0,0

 0,0,0,1389500,45328,950856,0,0,0,0,819,340,7,10,83,0,0

 0,0,0,1389500,45328,950856,0,0,0,0,744,324,9,11,80,0,0

 0,0,0,1389500,45336,950856,0,0,0,64,892,361,10,10,79,0,0

 0,0,0,1389500,45336,950864,0,0,0,0,852,352,11,12,77,0,0

 0,0,0,1389500,45336,950864,0,0,0,0,742,310,8,10,81,0,0

 0,0,0,1389500,45336,950864,0,0,0,0,771,315,5,10,84,0,0

 0,0,0,1389500,45336,950868,0,0,0,0,950,338,15,21,64,0,0

 0,0,0,1389500,45344,950868,0,0,0,36,759,334,8,12,79,1,0

 3,0,0,1388700,45344,950868,0,0,0,0,256,163,20,77,3,0,0

 7,0,0,1388668,45344,950872,0,0,0,0,511,237,20,42,38,0,0

 2,0,0,1389500,45344,950872,0,0,0,0,883,294,23,77,0,0,0

 3,0,0,1388988,45344,950872,0,0,0,0,801,231,25,73,2,0,0

 0,0,0,1389468,45352,950872,0,0,0,12,900,362,15,15,69,0,0

 0,0,0,1389500,45352,950876,0,0,0,0,930,312,9,12,79,0,0

 2,0,0,1389244,45352,950876,0,0,0,0,1026,350,11,25,64,0,0

 4,0,0,1389308,45352,950880,0,0,0,0,641,289,22,19,58,0,0

 4,0,0,1389308,45352,950880,0,0,0,0,1114,302,18,82,0,0,0

 2,0,0,1389372,45360,950872,0,0,0,12,798,316,17,33,50,0,0

 3,0,0,1389500,45360,950884,0,0,0,0,753,277,16,12,72,0,0

 3,0,0,1389012,45360,950884,0,0,0,0,644,241,29,71,0,0,0

 2,0,0,1389500,45360,950884,0,0,0,0,1292,591,21,58,22,0,0

 1,0,0,1389500,45360,950884,0,0,0,0,1005,350,11,13,76,0,0

 0,0,0,1389500,45368,950880,0,0,0,12,775,324,10,12,79,0,0

 1,0,0,1389248,45368,950888,0,0,0,0,902,326,14,41,45,0,0

 0,0,0,1389216,45368,950892,0,0,0,0,842,336,12,15,73,0,0

 0,0,0,1389248,45368,950892,0,0,0,0,944,340,10,21,69,0,0

 1,0,0,1389248,45368,950892,0,0,0,0,919,329,6,12,81,0,0

 0,0,0,1389248,45376,950888,0,0,0,12,860,356,10,12,78,0,0

 0,0,0,1389248,45376,950896,0,0,0,36,873,326,5,9,86,0,0

 0,0,0,1389248,45376,950896,0,0,0,0,914,318,8,22,71,0,0

 0,0,0,1389248,45376,950900,0,0,0,0,857,335,11,10,80,0,0

 1,0,0,1388928,45376,950900,0,0,0,0,866,310,14,28,58,0,0

 0,0,0,1389248,45384,950892,0,0,0,24,859,323,8,11,81,0,0

 0,0,0,1389216,45384,950904,0,0,0,0,835,327,11,15,73,0,0

 1,0,0,1389248,45384,950904,0,0,0,0,772,303,8,10,81,0,0

 0,0,0,1389248,45384,950908,0,0,0,0,853,338,11,18,71,0,0

 0,0,0,1389248,45384,950908,0,0,0,0,801,332,11,11,78,0,0

 0,0,0,1389248,45392,950900,0,0,0,12,869,343,7,13,80,0,0

 0,0,0,1389248,45392,950912,0,0,0,0,819,340,10,11,78,0,0

 0,0,0,1389248,45392,950912,0,0,0,0,842,301,7,9,83,0,0

 0,0,0,1389248,45392,950912,0,0,0,0,817,342,7,11,81,0,0

 0,0,0,1389248,45392,950916,0,0,0,0,768,327,11,13,76,0,0

 0,0,0,1389248,45400,950916,0,0,0,12,867,357,8,14,78,0,0

